6.30 	 0.016814 	 0.002669 
6.35 	 0.066765 	 0.010514 
6.40 	 0.116549 	 0.018211 
6.45 	 0.166042 	 0.025743 
6.50 	 0.215120 	 0.033095 
6.55 	 0.263660 	 0.040253 
6.60 	 0.311541 	 0.047203 
6.65 	 0.358644 	 0.053931 
6.70 	 0.404850 	 0.060425 
6.75 	 0.450044 	 0.066673 
6.80 	 0.494113 	 0.072664 
6.85 	 0.536948 	 0.078387 
6.90 	 0.578440 	 0.083832 
6.95 	 0.618486 	 0.088991 
7.00 	 0.656987 	 0.093855 
7.05 	 0.693845 	 0.098418 
7.10 	 0.728969 	 0.102672 
7.15 	 0.762271 	 0.106611 
7.20 	 0.793668 	 0.110232 
7.25 	 0.823081 	 0.113528 
7.30 	 0.850437 	 0.116498 
7.35 	 0.875667 	 0.119138 
7.40 	 0.898708 	 0.121447 
7.45 	 0.919503 	 0.123423 
7.50 	 0.938000 	 0.125067 
7.55 	 0.954152 	 0.126378 
7.60 	 0.967920 	 0.127358 
7.65 	 0.979268 	 0.128009 
7.70 	 0.988168 	 0.128334 
7.75 	 0.994599 	 0.128335 
7.80 	 0.998543 	 0.128018 
7.85 	 0.999992 	 0.127388 
7.90 	 0.998941 	 0.126448 
7.95 	 0.995394 	 0.125207 
8.00 	 0.989358 	 0.123670 
8.05 	 0.980850 	 0.121845 
8.10 	 0.969890 	 0.119739 
8.15 	 0.956506 	 0.117363 
8.20 	 0.940731 	 0.114723 
8.25 	 0.922604 	 0.111831 
8.30 	 0.902172 	 0.108695 
8.35 	 0.879484 	 0.105327 
8.40 	 0.854599 	 0.101738 
8.45 	 0.827577 	 0.097938 
8.50 	 0.798487 	 0.093940 
8.55 	 0.767401 	 0.089755 
8.60 	 0.734397 	 0.085395 
8.65 	 0.699557 	 0.080874 
8.70 	 0.662969 	 0.076203 
8.75 	 0.624724 	 0.071397 
8.80 	 0.584917 	 0.066468 
8.85 	 0.543648 	 0.061429 
8.90 	 0.501021 	 0.056294 
8.95 	 0.457141 	 0.051077 
9.00 	 0.412118 	 0.045791 
9.05 	 0.366066 	 0.040449 
9.10 	 0.319098 	 0.035066 
9.15 	 0.271333 	 0.029654 
9.20 	 0.222890 	 0.024227 
9.25 	 0.173889 	 0.018799 
9.30 	 0.124454 	 0.013382 
9.35 	 0.074708 	 0.007990 
9.40 	 0.024775 	 0.002636 
9.45 	 -0.025219 	 -0.002669 
9.50 	 -0.075151 	 -0.007911 
9.55 	 -0.124895 	 -0.013078 
9.60 	 -0.174327 	 -0.018159 
9.65 	 -0.223323 	 -0.023142 
9.70 	 -0.271761 	 -0.028017 
9.75 	 -0.319519 	 -0.032771 
9.80 	 -0.366479 	 -0.037396 
9.85 	 -0.412523 	 -0.041881 
9.90 	 -0.457536 	 -0.046216 
9.95 	 -0.501405 	 -0.050392 
10.00 	 -0.544021 	 -0.054402 
